dt,dt_iso,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all
1577840400,2020-01-01 01:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.94,2.09,4.44,7.22,1026,87,3.6,210,90
1577844000,2020-01-01 02:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.93,2.43,4.44,7.22,1025,87,3.1,180,90
1577847600,2020-01-01 03:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.04,2.91,4.44,7.22,1025,87,2.6,190,90
1577851200,2020-01-01 04:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.28,1.96,5,7.22,1024,81,4.1,210,75
1577854800,2020-01-01 05:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.29,2.32,5,7.22,1024,81,3.6,190,75
1577858400,2020-01-01 06:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.29,2.67,5,7.22,1023,81,3.1,200,75
1577862000,2020-01-01 07:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.31,0.87,5,7.22,1023,81,5.7,230,75
1577865600,2020-01-01 08:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.3,2.52,5,7.22,1023,87,3.6,200,75
1577869200,2020-01-01 09:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.14,2.51,5,7.22,1023,93,3.6,180,75
1577872800,2020-01-01 10:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.33,1.85,5,7.22,1023,87,4.6,200,75
1577876400,2020-01-01 11:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.42,1.96,5,7.22,1022,87,4.6,190,75
1577880000,2020-01-01 12:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.26,1.77,5,7.22,1021,87,4.6,190,75
1577883600,2020-01-01 13:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.04,1.34,5,7.02,1021,93,5.1,180,75
1577887200,2020-01-01 14:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.11,2,5,7.02,1021,100,4.6,190,90
1577887200,2020-01-01 14:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.11,2,5,7.02,1021,100,4.6,190,90
1577887200,2020-01-01 14:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.11,2,5,7.02,1021,100,4.6,190,90
1577890800,2020-01-01 15:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.46,1.43,5.56,7,1020,93,5.7,190,75
1577894400,2020-01-01 16:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.11,2,5,7.22,1020,100,4.6,180,75
1577894400,2020-01-01 16:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.11,2,5,7.22,1020,100,4.6,180,75
1577898000,2020-01-01 17:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.11,1.65,5,7.22,1019,100,5.1,190,75
1577901600,2020-01-01 18:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.11,2,5,7.22,1019,100,4.6,190,75
1577905200,2020-01-01 19:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.22,2.13,5,8,1018,100,4.6,190,75
1577908800,2020-01-01 20:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.21,1.9,5,8,1018,93,4.6,190,75
1577912400,2020-01-01 21:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.1,1.42,5,7.22,1017,93,5.1,180,75
1577916000,2020-01-01 22:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.28,1.63,5,7.22,1016,93,5.1,180,75
1577919600,2020-01-01 23:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.25,0.64,5,7.22,1016,87,6.2,200,75
1577923200,2020-01-02 00:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.09,1.75,5,7.22,1015,93,4.6,190,75
1577926800,2020-01-02 01:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.07,0.61,5,7.22,1015,93,6.2,190,75
1577930400,2020-01-02 02:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.32,1.07,5,7.22,1014,87,5.7,170,75
1577934000,2020-01-02 03:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.66,0.08,5.56,7.22,1013,87,7.7,180,75
1577937600,2020-01-02 04:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.65,0.06,5.56,7.22,1012,87,7.7,170,75
1577941200,2020-01-02 05:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.65,-0.29,5.56,7.22,1011,87,8.2,170,75
1577944800,2020-01-02 06:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.49,-0.48,5.56,7.22,1011,87,8.2,170,75
1577948400,2020-01-02 07:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.63,-0.31,5.56,7.22,1010,87,8.2,170,75
1577952000,2020-01-02 08:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.32,-1.03,5,7.22,1010,87,8.7,170,75
1577955600,2020-01-02 09:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.5,-1.23,5.56,7.22,1010,87,9.3,170,75
1577959200,2020-01-02 10:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.78,-1.25,6.11,7.22,1009,87,9.8,170,75
1577962800,2020-01-02 11:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.99,-1.7,6.11,8,1008,87,10.8,170,75
1577966400,2020-01-02 12:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.92,-0.54,5.56,8,1007,93,9.3,170,75
1577970000,2020-01-02 13:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.16,-0.25,6.11,8,1006,93,9.3,170,75
1577973600,2020-01-02 14:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.93,-0.1,6.11,8,1005,93,8.7,180,75
1577977200,2020-01-02 15:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.03,0.02,6.11,8,1004,93,8.7,170,75
1577980800,2020-01-02 16:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.18,-0.42,6.11,8,1003,87,9.3,170,75
1577984400,2020-01-02 17:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.19,-1.11,6.11,8,1002,87,10.3,180,75
1577988000,2020-01-02 18:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.18,-1.12,6.11,8,1001,87,10.3,170,75
1577991600,2020-01-02 19:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.17,-1.13,6.11,8,1000,87,10.3,180,75
1577995200,2020-01-02 20:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.02,-0.77,6.11,8,999,93,9.8,180,75
1577995200,2020-01-02 20:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.02,-0.77,6.11,8,999,93,9.8,180,75
1577998800,2020-01-02 21:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.04,0.73,6.11,8,999,93,7.7,190,75
1577998800,2020-01-02 21:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.04,0.73,6.11,8,999,93,7.7,190,75
1578002400,2020-01-02 22:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.11,0.35,6.11,8,997,100,8.7,190,75
1578006000,2020-01-02 23:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.51,-0.17,6.11,9,997,93,9.8,190,75
1578009600,2020-01-03 00:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.82,1.33,6.67,9,996,93,8.2,190,75
1578013200,2020-01-03 01:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.93,1.81,6.67,9,995,93,7.7,190,90
1578016800,2020-01-03 02:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.55,1,7,8.34,995,93,8.2,220,75
1578020400,2020-01-03 03:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.26,-2.92,5,7.22,997,87,11.3,290,90
1578024000,2020-01-03 04:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.25,0.1,5,7.22,998,81,6.7,290,90
1578027600,2020-01-03 05:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.88,-3.19,4.44,7,1000,70,10.3,290,75
1578031200,2020-01-03 06:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.48,-2.38,3.89,6.67,1001,75,8.7,290,75
1578034800,2020-01-03 07:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.45,-1.86,4.08,6.11,1002,70,7.7,300,75
1578038400,2020-01-03 08:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.29,-3.17,4.44,6.11,1002,70,9.3,290,40
1578042000,2020-01-03 09:00:00 +0000 UTC,Stavanger,58.969976,5.733107,4.49,-0.86,2.78,6.11,1003,80,5.1,250,40
1578045600,2020-01-03 10:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.04,-1.49,3.33,6.11,1004,75,6.7,260,40
1578049200,2020-01-03 11:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.15,-2.56,3.89,6,1003,70,8.2,270,40
1578052800,2020-01-03 12:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.36,-2.32,4.44,7,1003,70,8.2,260,75
1578056400,2020-01-03 13:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5,-4.2,3.33,6,1004,70,10.3,260,40
1578060000,2020-01-03 14:00:00 +0000 UTC,Stavanger,58.969976,5.733107,4.84,-4.62,3.33,6.11,1004,86,11.3,270,75
1578060000,2020-01-03 14:00:00 +0000 UTC,Stavanger,58.969976,5.733107,4.84,-4.62,3.33,6.11,1004,86,11.3,270,75
1578063600,2020-01-03 15:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.05,-4.35,3.89,6.11,1004,75,10.8,270,40
1578067200,2020-01-03 16:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.16,-6.18,3.89,6.11,1004,70,13.4,280,40
1578070800,2020-01-03 17:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.04,-5.2,3.89,6.11,1004,70,11.8,270,40
1578074400,2020-01-03 18:00:00 +0000 UTC,Stavanger,58.969976,5.733107,4.65,-2.33,3.33,6.11,1004,86,7.7,270,75
1578074400,2020-01-03 18:00:00 +0000 UTC,Stavanger,58.969976,5.733107,4.65,-2.33,3.33,6.11,1004,86,7.7,270,75
1578074400,2020-01-03 18:00:00 +0000 UTC,Stavanger,58.969976,5.733107,4.65,-2.33,3.33,6.11,1004,86,7.7,270,75
1578078000,2020-01-03 19:00:00 +0000 UTC,Stavanger,58.969976,5.733107,4.24,-9.13,3.44,5,1003,80,16.5,280,40
1578081600,2020-01-03 20:00:00 +0000 UTC,Stavanger,58.969976,5.733107,4.03,-6.85,2.74,5,1004,80,12.9,270,75
1578085200,2020-01-03 21:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.69,-10.31,2,3.94,1005,87,15.9,310,75
1578088800,2020-01-03 22:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.74,-5.66,1.11,3.89,1006,86,9.3,320,75
1578088800,2020-01-03 22:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.74,-5.66,1.11,3.89,1006,86,9.3,320,75
1578092400,2020-01-03 23:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.6,-11.18,1.11,4,1007,73,16.5,300,75
1578096000,2020-01-04 00:00:00 +0000 UTC,Stavanger,58.969976,5.733107,1.86,-10.14,0.56,3.24,1007,75,13.9,300,75
1578099600,2020-01-04 01:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.25,-8.26,0.56,3.89,1007,74,11.8,330,75
1578103200,2020-01-04 02:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.91,-8.88,1.12,4,1007,64,13.4,310,75
1578106800,2020-01-04 03:00:00 +0000 UTC,Stavanger,58.969976,5.733107,3.32,-8.53,0.99,5,1007,60,13.4,310,90
1578110400,2020-01-04 04:00:00 +0000 UTC,Stavanger,58.969976,5.733107,3.19,-10.2,1.11,4,1007,55,15.4,300,20
1578114000,2020-01-04 05:00:00 +0000 UTC,Stavanger,58.969976,5.733107,3.12,-6.58,1.45,4,1008,60,10.3,330,20
1578117600,2020-01-04 06:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.77,-8.52,1.6,4,1009,85,13.4,320,75
1578121200,2020-01-04 07:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.45,-5.57,1.11,4,1010,86,8.7,310,75
1578124800,2020-01-04 08:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.98,-3.94,1.11,5,1012,85,7.2,320,40
1578128400,2020-01-04 09:00:00 +0000 UTC,Stavanger,58.969976,5.733107,3.23,-6.81,1.67,5,1014,60,10.8,330,40
1578132000,2020-01-04 10:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.88,-4.5,1.11,4,1015,81,7.7,330,40
1578135600,2020-01-04 11:00:00 +0000 UTC,Stavanger,58.969976,5.733107,3.11,-4.19,2.22,4.44,1017,69,7.2,340,20
1578139200,2020-01-04 12:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.98,-5.24,1.67,4.04,1018,75,8.7,340,40
1578142800,2020-01-04 13:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.99,-4.9,1.67,4.12,1019,74,8.2,350,40
1578146400,2020-01-04 14:00:00 +0000 UTC,Stavanger,58.969976,5.733107,3.68,-3.02,2.22,5,1020,76,6.7,340,40
1578150000,2020-01-04 15:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.75,-3,1.67,4,1021,74,5.1,340,40
1578153600,2020-01-04 16:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.26,-2.51,1.11,3.77,1022,74,3.6,10,40
1578157200,2020-01-04 17:00:00 +0000 UTC,Stavanger,58.969976,5.733107,1.96,-2.14,0.56,3.62,1023,74,2.6,360,40
1578160800,2020-01-04 18:00:00 +0000 UTC,Stavanger,58.969976,5.733107,1.82,-1.13,0,3.39,1024,76,1,360,40
1578164400,2020-01-04 19:00:00 +0000 UTC,Stavanger,58.969976,5.733107,1.32,-1.12,0,3.28,1024,86,0.5,200,75
1578168000,2020-01-04 20:00:00 +0000 UTC,Stavanger,58.969976,5.733107,1.98,-2.7,-0.09,3.89,1025,79,3.6,160,90
1578171600,2020-01-04 21:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.08,-1.84,-0.12,3.89,1025,81,2.6,160,90
1578175200,2020-01-04 22:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.39,-1.03,-0.01,5.56,1025,68,1.5,130,75
1578178800,2020-01-04 23:00:00 +0000 UTC,Stavanger,58.969976,5.733107,1.38,-2.53,-0.14,3.33,1025,86,2.6,110,75
1578182400,2020-01-05 00:00:00 +0000 UTC,Stavanger,58.969976,5.733107,1.92,-3,-0.22,5.56,1025,69,3.6,130,0
1578186000,2020-01-05 01:00:00 +0000 UTC,Stavanger,58.969976,5.733107,1.95,-2.93,-0.66,5.56,1024,86,4.1,130,75
1578189600,2020-01-05 02:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.56,-2.37,-0.02,5.56,1023,80,4.1,130,75
1578193200,2020-01-05 03:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.61,-1.62,0.24,5,1023,80,3.1,130,75
1578196800,2020-01-05 04:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.5,-2.37,0.32,5.56,1022,83,4.1,120,75
1578200400,2020-01-05 05:00:00 +0000 UTC,Stavanger,58.969976,5.733107,2.51,-3.59,0.31,4.44,1021,93,6.2,140,75
1578204000,2020-01-05 06:00:00 +0000 UTC,Stavanger,58.969976,5.733107,3.25,-3.07,0.66,5.56,1020,93,6.7,160,75
1578207600,2020-01-05 07:00:00 +0000 UTC,Stavanger,58.969976,5.733107,3.62,-2.81,1.36,5.1,1020,100,7.2,150,75
1578207600,2020-01-05 07:00:00 +0000 UTC,Stavanger,58.969976,5.733107,3.62,-2.81,1.36,5.1,1020,100,7.2,150,75
1578211200,2020-01-05 08:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.13,-0.51,2.08,7.78,1020,93,6.2,150,75
1578211200,2020-01-05 08:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.13,-0.51,2.08,7.78,1020,93,6.2,150,75
1578214800,2020-01-05 09:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.11,1.01,2.75,7.78,1019,93,5.7,180,90
1578214800,2020-01-05 09:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.11,1.01,2.75,7.78,1019,93,5.7,180,90
1578218400,2020-01-05 10:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.45,0.59,3.31,8,1019,100,7.2,180,90
1578218400,2020-01-05 10:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.45,0.59,3.31,8,1019,100,7.2,180,90
1578218400,2020-01-05 10:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.45,0.59,3.31,8,1019,100,7.2,180,90
1578222000,2020-01-05 11:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.94,1.31,3.65,8,1018,93,6.7,190,90
1578222000,2020-01-05 11:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.94,1.31,3.65,8,1018,93,6.7,190,90
1578225600,2020-01-05 12:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.08,1.13,4.23,8,1017,93,7.2,210,90
1578225600,2020-01-05 12:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.08,1.13,4.23,8,1017,93,7.2,210,90
1578225600,2020-01-05 12:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.08,1.13,4.23,8,1017,93,7.2,210,90
1578229200,2020-01-05 13:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.1,1.85,5.06,8,1017,93,6.2,210,90
1578229200,2020-01-05 13:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.1,1.85,5.06,8,1017,93,6.2,210,90
1578229200,2020-01-05 13:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.1,1.85,5.06,8,1017,93,6.2,210,90
1578232800,2020-01-05 14:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.12,2.65,5.21,8,1017,93,5.1,190,75
1578236400,2020-01-05 15:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.15,2.48,5.45,8,1017,87,5.1,190,75
1578240000,2020-01-05 16:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.18,2.72,5.67,8,1017,93,5.1,200,75
1578243600,2020-01-05 17:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.19,3.78,5.79,8,1017,93,3.6,200,75
1578243600,2020-01-05 17:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.19,3.78,5.79,8,1017,93,3.6,200,75
1578247200,2020-01-05 18:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.21,3.81,5.88,8,1017,93,3.6,220,90
1578247200,2020-01-05 18:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.21,3.81,5.88,8,1017,93,3.6,220,90
1578247200,2020-01-05 18:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.21,3.81,5.88,8,1017,93,3.6,220,90
1578250800,2020-01-05 19:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.93,3.35,5.99,7.78,1017,100,4.1,240,90
1578250800,2020-01-05 19:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.93,3.35,5.99,7.78,1017,100,4.1,240,90
1578250800,2020-01-05 19:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.93,3.35,5.99,7.78,1017,100,4.1,240,90
1578254400,2020-01-05 20:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.2,4.14,5.81,8,1017,93,3.1,220,90
1578254400,2020-01-05 20:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.2,4.14,5.81,8,1017,93,3.1,220,90
1578258000,2020-01-05 21:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.21,4.51,5.8,8,1016,93,2.6,210,90
1578261600,2020-01-05 22:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.2,4.14,5.85,8,1016,93,3.1,200,90
1578265200,2020-01-05 23:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.26,4.57,5.71,8,1016,93,2.6,180,90
1578268800,2020-01-06 00:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.18,4,5.65,8,1016,100,3.6,180,90
1578272400,2020-01-06 01:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.32,2.89,5.49,8,1016,93,5.1,190,90
1578276000,2020-01-06 02:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.11,2.98,5.49,8,1016,93,4.6,180,90
1578279600,2020-01-06 03:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.31,3.93,5.47,8,1015,93,3.6,170,90
1578283200,2020-01-06 04:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.32,3.24,5.57,8,1015,93,4.6,170,90
1578286800,2020-01-06 05:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.36,3.29,5.85,8,1014,93,4.6,170,90
1578290400,2020-01-06 06:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.39,3.56,6.11,8,1014,100,4.6,160,90
1578294000,2020-01-06 07:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.37,2.77,5.99,8,1014,100,5.7,170,90
1578294000,2020-01-06 07:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.37,2.77,5.99,8,1014,100,5.7,170,90
1578297600,2020-01-06 08:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.36,2.75,5.99,8,1014,100,5.7,170,90
1578297600,2020-01-06 08:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.36,2.75,5.99,8,1014,100,5.7,170,90
1578301200,2020-01-06 09:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.45,2.17,6.17,8,1013,100,6.7,180,90
1578301200,2020-01-06 09:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.45,2.17,6.17,8,1013,100,6.7,180,90
1578304800,2020-01-06 10:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.42,2.48,6.32,8,1013,100,6.2,180,90
1578304800,2020-01-06 10:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.42,2.48,6.32,8,1013,100,6.2,180,90
1578308400,2020-01-06 11:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.4,1.17,6.19,8,1012,93,7.7,170,90
1578308400,2020-01-06 11:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.4,1.17,6.19,8,1012,93,7.7,170,90
1578312000,2020-01-06 12:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.12,0.13,6.1,8,1011,93,8.7,180,90
1578315600,2020-01-06 13:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.79,-0.05,5.99,7.35,1010,100,8.7,180,90
1578315600,2020-01-06 13:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.79,-0.05,5.99,7.35,1010,100,8.7,180,90
1578319200,2020-01-06 14:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.63,-0.47,5.56,7.25,1009,93,8.7,170,75
1578319200,2020-01-06 14:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.63,-0.47,5.56,7.25,1009,93,8.7,170,75
1578322800,2020-01-06 15:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.33,-0.48,5,7.01,1009,93,8.2,170,75
1578322800,2020-01-06 15:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.33,-0.48,5,7.01,1009,93,8.2,170,75
1578326400,2020-01-06 16:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.41,-0.92,5,7,1008,87,8.7,180,75
1578330000,2020-01-06 17:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.96,-0.57,5,6.81,1007,93,7.7,170,75
1578333600,2020-01-06 18:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.32,-0.68,5,7.22,1006,87,8.2,170,75
1578337200,2020-01-06 19:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.31,-0.34,5,7.22,1006,87,7.7,170,75
1578340800,2020-01-06 20:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.29,-1.06,5,7.22,1006,87,8.7,170,75
1578344400,2020-01-06 21:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.21,-0.11,5,7,1006,87,7.2,180,75
1578348000,2020-01-06 22:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.24,0.68,5,7.22,1006,100,6.7,170,75
1578351600,2020-01-06 23:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.49,1.46,5.56,7.22,1005,93,5.7,170,75
1578355200,2020-01-07 00:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.94,1.66,5.75,8,1006,93,6.2,190,90
1578358800,2020-01-07 01:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.21,3.11,5.82,8,1006,93,4.6,210,75
1578362400,2020-01-07 02:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.15,4.43,5.87,8,1007,93,2.6,220,75
1578366000,2020-01-07 03:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.19,3.78,5.86,8,1008,93,3.6,240,20
1578369600,2020-01-07 04:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.57,3.03,5.56,7.22,1009,93,3.6,250,20
1578373200,2020-01-07 05:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.14,3.56,5,7.22,1010,93,2.1,200,39
1578376800,2020-01-07 06:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.11,3.53,4.04,7.22,1010,93,2.1,200,20
1578380400,2020-01-07 07:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.59,2.77,4,7.22,1010,100,2.6,170,20
1578384000,2020-01-07 08:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.57,2.39,4,7.22,1010,100,3.1,180,20
1578387600,2020-01-07 09:00:00 +0000 UTC,Stavanger,58.969976,5.733107,5.81,1.98,4.76,7.22,1010,100,4.1,160,20
1578391200,2020-01-07 10:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.26,1.61,4.94,7.78,1010,93,5.1,160,40
1578394800,2020-01-07 11:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.59,0.69,5.23,7.78,1009,87,6.7,160,40
1578398400,2020-01-07 12:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.59,-1.13,5.56,7.22,1008,87,9.3,170,75
1578402000,2020-01-07 13:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.94,-1.06,6.1,7.78,1007,87,9.8,160,75
1578405600,2020-01-07 14:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.82,-1.55,5.88,7.78,1005,87,10.3,160,75
1578409200,2020-01-07 15:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.57,-2.55,5.56,7.22,1004,87,11.3,170,75
1578409200,2020-01-07 15:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.57,-2.55,5.56,7.22,1004,87,11.3,170,75
1578412800,2020-01-07 16:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.59,-3.23,5.56,7.22,1003,87,12.3,160,75
1578412800,2020-01-07 16:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.59,-3.23,5.56,7.22,1003,87,12.3,160,75
1578412800,2020-01-07 16:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.59,-3.23,5.56,7.22,1003,87,12.3,160,75
1578416400,2020-01-07 17:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.63,-3.6,5.56,7.22,1001,87,12.9,160,75
1578416400,2020-01-07 17:00:00 +0000 UTC,Stavanger,58.969976,5.733107,6.63,-3.6,5.56,7.22,1001,87,12.9,160,75
1578420000,2020-01-07 18:00:00 +0000 UTC,Stavanger,58.969976,5.733107,7.12,-1.69,6.11,8,1000,93,11.3,160,75
