,Hours,NO1,NO2,NO3,NO4,NO5,NO,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all
26-05-2020,18 - 19,3427,3802,2735,1684,1639,13287,Stavanger,58.969976,5.733107,7.58,4.97,6.85,8,1014,71,1.5,0,75
26-05-2020,19 - 20,3404,3795,2721,1693,1587,13200,Stavanger,58.969976,5.733107,7.34,3.54,6.59,8,1014,70,3.1,360,75
26-05-2020,20 - 21,3301,3736,2755,1690,1618,13100,Stavanger,58.969976,5.733107,6.78,4.01,6.5,7.19,1014,70,1.5,250,94
26-05-2020,21 - 22,3209,3692,2765,1690,1583,12939,Stavanger,58.969976,5.733107,6.72,3.52,6.11,7.37,1013,70,2.1,350,95
26-05-2020,22 - 23,3139,3651,2732,1659,1567,12748,Stavanger,58.969976,5.733107,6.66,3.61,6.11,7.24,1014,75,2.1,30,90
26-05-2020,23 - 00,2968,3580,2683,1594,1510,12335,Stavanger,58.969976,5.733107,6.39,1.74,5.56,7,1014,70,4.1,310,94
27-05-2020,00 - 01,2756,3447,2628,1513,1450,11793,Stavanger,58.969976,5.733107,6.42,2.63,5.56,7,1014,75,3.1,340,90
27-05-2020,01 - 02,2590,3406,2559,1541,1408,11504,Stavanger,58.969976,5.733107,6.54,2.77,5.56,7,1014,75,3.1,350,90
27-05-2020,02 - 03,2520,3367,2479,1524,1394,11283,Stavanger,58.969976,5.733107,6.68,2.93,5.56,7.22,1015,75,3.1,330,90
27-05-2020,03 - 04,2511,3340,2485,1528,1376,11241,Stavanger,58.969976,5.733107,6.49,2.71,5.56,7.22,1015,75,3.1,320,75
27-05-2020,04 - 05,2485,3314,2508,1567,1366,11239,Stavanger,58.969976,5.733107,6.49,2.2,5.56,7.22,1015,81,4.1,340,75
27-05-2020,05 - 06,2586,3364,2561,1578,1372,11460,Stavanger,58.969976,5.733107,7.11,3.44,6.11,8,1016,75,3.1,350,75
27-05-2020,06 - 07,2985,3618,2691,1613,1470,12377,Stavanger,58.969976,5.733107,7.66,4.08,6.67,9,1016,75,3.1,310,75
27-05-2020,07 - 08,3429,3933,2864,1692,1589,13506,Stavanger,58.969976,5.733107,8.15,4.13,7.22,9,1017,70,3.6,310,40
27-05-2020,08 - 09,3573,4007,2940,1658,1661,13838,Stavanger,58.969976,5.733107,9.4,4.74,8.71,10,1017,66,4.6,290,20
27-05-2020,09 - 10,3517,3977,3008,1631,1680,13813,Stavanger,58.969976,5.733107,9.99,5.09,8.97,11,1017,66,5.1,290,20
27-05-2020,10 - 11,3458,3861,3177,1689,1663,13848,Stavanger,58.969976,5.733107,10.12,3.94,8.89,11,1018,53,6.2,280,20
27-05-2020,11 - 12,3395,3837,3003,1618,1651,13505,Stavanger,58.969976,5.733107,10.42,4.31,9.04,11.12,1018,62,6.7,290,0
27-05-2020,12 - 13,3423,3872,3020,1620,1627,13561,Stavanger,58.969976,5.733107,10.58,4.69,8.94,11.67,1018,50,5.7,290,0
27-05-2020,13 - 14,3343,3863,3075,1642,1606,13530,Stavanger,58.969976,5.733107,10.62,4.16,9.14,11.67,1019,53,6.7,290,0
27-05-2020,14 - 15,3339,3716,3040,1680,1607,13382,Stavanger,58.969976,5.733107,10.26,4.08,9.21,11.66,1019,61,6.7,300,0
27-05-2020,15 - 16,3342,3717,2997,1700,1603,13358,Stavanger,58.969976,5.733107,10.04,3.82,8.89,11.3,1019,61,6.7,300,0
27-05-2020,16 - 17,3375,3703,2958,1754,1569,13360,Stavanger,58.969976,5.733107,9.31,3.17,8.89,10.11,1019,66,6.7,300,0
27-05-2020,17 - 18,3338,3665,2958,1718,1543,13223,Stavanger,58.969976,5.733107,8.76,2.88,8.33,9.33,1020,66,6.2,300,0
27-05-2020,18 - 19,3280,3680,3021,1713,1538,13232,Stavanger,58.969976,5.733107,8.25,4.45,7.78,9,1020,66,3.1,310,0
27-05-2020,19 - 20,3276,3694,2870,1710,1525,13075,Stavanger,58.969976,5.733107,7.05,1.8,6.11,8,1020,70,5.1,350,100
27-05-2020,20 - 21,3238,3736,2926,1704,1532,13137,Stavanger,58.969976,5.733107,6.22,2.94,5,8,1021,70,2.1,310,0
27-05-2020,21 - 22,3167,3695,2791,1717,1525,12896,Stavanger,58.969976,5.733107,5.62,3.17,3.33,7,1021,75,1,0,0
27-05-2020,22 - 23,3133,3684,2715,1688,1514,12734,Stavanger,58.969976,5.733107,5.25,2.74,3.33,7,1021,75,1,0,0
27-05-2020,23 - 00,2994,3607,2695,1632,1475,12403,Stavanger,58.969976,5.733107,4.79,2.53,2.78,7,1021,86,1,60,0
28-05-2020,00 - 01,2785,3491,2652,1612,1405,11946,Stavanger,58.969976,5.733107,4.34,1.38,2.22,5.73,1021,80,1.65,351,0
28-05-2020,01 - 02,2640,3395,2617,1557,1363,11572,Stavanger,58.969976,5.733107,3.66,0.83,2.22,5.5,1021,86,1.54,18,0
28-05-2020,02 - 03,2585,3279,2523,1546,1341,11273,Stavanger,58.969976,5.733107,4.49,2.18,3.1,5.71,1021,86,1,0,0
28-05-2020,03 - 04,2567,3224,2515,1567,1326,11198,Stavanger,58.969976,5.733107,5.24,2.91,3.64,6.11,1021,81,1,0,0
28-05-2020,04 - 05,2542,3195,2543,1601,1350,11231,Stavanger,58.969976,5.733107,5.88,3.19,5,6.67,1021,81,1.66,60,0
28-05-2020,05 - 06,2684,3286,2554,1609,1366,11498,Stavanger,58.969976,5.733107,7.09,5.08,6.67,7.78,1022,81,1,0,75
28-05-2020,06 - 07,3043,3606,2785,1626,1461,12521,Stavanger,58.969976,5.733107,8.16,6.24,7.78,9,1022,66,0.4,82,75
28-05-2020,07 - 08,3465,3907,2949,1720,1574,13615,Stavanger,58.969976,5.733107,9.36,7.37,8.33,10.15,1022,70,1,0,75
28-05-2020,08 - 09,3643,3924,2994,1804,1659,14024,Stavanger,58.969976,5.733107,10.53,8.04,9.44,11.97,1022,71,2.1,290,75
28-05-2020,09 - 10,3550,3845,2992,1902,1649,13938,Stavanger,58.969976,5.733107,11.54,9.09,8.89,13.36,1023,58,1.5,0,75
28-05-2020,10 - 11,3500,3788,3042,1931,1659,13920,Stavanger,58.969976,5.733107,12.35,8.75,9.44,14.44,1023,47,2.6,290,75
28-05-2020,11 - 12,3432,3800,3024,1909,1626,13790,Stavanger,58.969976,5.733107,11.63,7.18,9.44,14.12,1023,46,3.6,270,75
28-05-2020,12 - 13,3435,3785,2985,1856,1576,13636,Stavanger,58.969976,5.733107,12.32,7.05,9.44,15,1023,34,4.1,270,75
28-05-2020,13 - 14,3384,3785,2934,1867,1587,13557,Stavanger,58.969976,5.733107,12.53,9.1,10,15,1023,50,2.6,260,75
28-05-2020,14 - 15,3346,3760,2943,1874,1590,13513,Stavanger,58.969976,5.733107,13.01,10.01,11.07,15,1023,50,2.1,270,75
28-05-2020,15 - 16,3367,3750,2938,1880,1568,13505,Stavanger,58.969976,5.733107,12.46,9.21,10.56,14.44,1023,54,2.6,260,40
28-05-2020,16 - 17,3385,3735,2976,1863,1549,13509,Stavanger,58.969976,5.733107,12.23,9.32,10,13.89,1023,62,2.6,230,0
28-05-2020,17 - 18,3351,3700,2950,1860,1570,13431,Stavanger,58.969976,5.733107,11.59,8.39,10,12.84,1023,66,3.1,230,0
28-05-2020,18 - 19,3296,3648,2941,1906,1546,13337,Stavanger,58.969976,5.733107,11.14,9.41,10,12.25,1022,76,1.5,210,0
28-05-2020,19 - 20,3257,3651,2953,1882,1531,13275,Stavanger,58.969976,5.733107,10.91,9.48,9.78,11.67,1022,76,1,0,75
28-05-2020,20 - 21,3226,3659,2870,1876,1533,13163,Stavanger,58.969976,5.733107,10.31,8.54,9.13,11,1023,71,1,210,0
28-05-2020,21 - 22,3208,3666,2814,1857,1529,13073,Stavanger,58.969976,5.733107,9.84,8.73,9.42,10,1022,81,0.5,190,0
28-05-2020,22 - 23,3148,3660,2807,1833,1495,12943,Stavanger,58.969976,5.733107,9.88,7.46,9.12,10.56,1022,76,2.1,200,0
28-05-2020,23 - 00,2978,3589,2697,1792,1481,12537,Stavanger,58.969976,5.733107,9.48,6.98,9,10,1023,76,2.1,190,90
29-05-2020,00 - 01,2741,3463,2610,1729,1426,11968,Stavanger,58.969976,5.733107,9.44,5.88,8.8,10,1022,76,3.6,190,0
29-05-2020,01 - 02,2595,3348,2672,1696,1402,11712,Stavanger,58.969976,5.733107,9.45,6.59,8.86,10,1022,76,2.6,150,0
29-05-2020,02 - 03,2539,3317,2644,1708,1392,11599,Stavanger,58.969976,5.733107,9.55,6.36,8.83,10,1022,76,3.1,160,75
29-05-2020,03 - 04,2513,3305,2598,1703,1404,11522,Stavanger,58.969976,5.733107,9.71,6.01,9.26,10,1022,71,3.6,130,75
29-05-2020,04 - 05,2474,3295,2573,1668,1401,11410,Stavanger,58.969976,5.733107,10.34,6.41,9.44,11,1021,71,4.1,130,40
29-05-2020,05 - 06,2582,3355,2612,1699,1435,11683,Stavanger,58.969976,5.733107,11.67,8.83,10.46,13,1021,66,2.6,160,40
29-05-2020,06 - 07,2883,3567,2762,1793,1499,12503,Stavanger,58.969976,5.733107,12.62,9.17,10,14.44,1022,71,4.1,220,75
29-05-2020,07 - 08,3283,3859,2921,1947,1626,13636,Stavanger,58.969976,5.733107,13.55,9.76,10.56,15,1021,67,4.6,160,40
29-05-2020,08 - 09,3448,3933,2970,1978,1636,13964,Stavanger,58.969976,5.733107,14.06,9.82,10.56,16,1021,63,5.1,200,40
29-05-2020,09 - 10,3467,3914,2968,1929,1605,13883,Stavanger,58.969976,5.733107,14.45,9.52,10.56,17.14,1021,63,6.2,180,75
29-05-2020,10 - 11,3491,3868,2925,1924,1597,13805,Stavanger,58.969976,5.733107,15.23,9.94,12.94,17.7,1022,72,7.7,180,75
29-05-2020,11 - 12,3390,3823,2850,1899,1577,13538,Stavanger,58.969976,5.733107,15.27,9.99,12.9,17.5,1022,72,7.7,180,75
29-05-2020,12 - 13,3312,3758,2818,1909,1574,13370,Stavanger,58.969976,5.733107,15.24,9.96,13.11,17.08,1022,72,7.7,160,75
29-05-2020,13 - 14,3247,3719,2833,1827,1538,13164,Stavanger,58.969976,5.733107,15.33,10.13,12.22,17.08,1021,67,7.2,150,40
29-05-2020,14 - 15,3194,3674,2795,1848,1514,13025,Stavanger,58.969976,5.733107,15.41,10.58,12.22,17.37,1020,67,6.7,170,75
29-05-2020,15 - 16,3122,3620,2709,1820,1494,12766,Stavanger,58.969976,5.733107,16.4,12.17,13.76,17.48,1020,67,6.2,170,75
29-05-2020,16 - 17,3098,3594,2705,1792,1491,12680,Stavanger,58.969976,5.733107,15.91,12.21,13.44,17.17,1019,72,5.7,160,75
29-05-2020,17 - 18,3050,3583,2695,1594,1471,12394,Stavanger,58.969976,5.733107,14.3,9.82,11.67,16.31,1019,72,6.2,170,75
29-05-2020,18 - 19,3010,3578,2670,1555,1425,12237,Stavanger,58.969976,5.733107,13.32,7.4,11.11,15.02,1020,62,7.2,180,75
29-05-2020,19 - 20,2960,3565,2672,1719,1423,12339,Stavanger,58.969976,5.733107,11.9,6.93,10.56,14.06,1019,81,6.7,140,75
29-05-2020,20 - 21,2911,3548,2636,1808,1404,12306,Stavanger,58.969976,5.733107,11.82,6.48,10.83,13.05,1019,81,7.2,130,75
29-05-2020,21 - 22,2845,3527,2604,1780,1394,12151,Stavanger,58.969976,5.733107,12.27,8.97,10.56,13.57,1019,76,4.1,200,75
29-05-2020,22 - 23,2814,3527,2580,1726,1392,12039,Stavanger,58.969976,5.733107,11.72,9.15,10.56,13.19,1018,87,3.6,190,75
29-05-2020,23 - 00,2714,3461,2545,1708,1387,11814,Stavanger,58.969976,5.733107,11.62,8.75,10.56,12.53,1018,81,3.6,170,0
30-05-2020,00 - 01,2592,3394,2496,1771,1372,11625,Stavanger,58.969976,5.733107,12.1,7.64,11.08,13,1018,76,5.7,140,75
30-05-2020,01 - 02,2422,3304,2452,1732,1329,11239,Stavanger,58.969976,5.733107,12.11,8.43,11.11,13,1018,76,4.6,120,40
30-05-2020,02 - 03,2310,3231,2422,1729,1301,10993,Stavanger,58.969976,5.733107,11.85,6.52,11.51,12.53,1016,81,7.2,120,100
30-05-2020,03 - 04,2257,3195,2408,1734,1286,10879,Stavanger,58.969976,5.733107,12.29,7.88,11.67,13,1016,76,5.7,120,75
30-05-2020,04 - 05,2202,3158,2378,1700,1276,10714,Stavanger,58.969976,5.733107,12.86,6.94,12.2,13.54,1015,71,7.7,130,75
30-05-2020,05 - 06,2199,3188,2362,1657,1271,10676,Stavanger,58.969976,5.733107,13.54,7.22,12.73,14.35,1014,67,8.2,120,75
30-05-2020,06 - 07,2272,3197,2394,1654,1263,10779,Stavanger,58.969976,5.733107,14.75,8.14,13.33,16,1013,63,8.7,140,20
30-05-2020,07 - 08,2386,3292,2436,1733,1308,11155,Stavanger,58.969976,5.733107,15.47,8.37,13.33,17,1011,59,9.3,130,20
30-05-2020,08 - 09,2545,3448,2503,1757,1367,11620,Stavanger,58.969976,5.733107,16.44,7.73,14.44,18,1010,52,11.3,130,20
30-05-2020,09 - 10,2745,3518,2601,1806,1426,12094,Stavanger,58.969976,5.733107,16.75,5.94,14.44,19,1009,52,14.4,130,40
30-05-2020,10 - 11,2862,3528,2607,1794,1443,12233,Stavanger,58.969976,5.733107,16.63,6.59,14.44,19,1008,48,12.9,130,75
30-05-2020,11 - 12,2881,3516,2589,1772,1440,12197,Stavanger,58.969976,5.733107,15.83,4.13,13.58,18,1007,52,15.4,140,75
30-05-2020,12 - 13,2856,3457,2493,1724,1411,11940,Stavanger,58.969976,5.733107,13.48,5.84,11.67,15,1007,77,10.8,140,75
30-05-2020,13 - 14,2800,3422,2487,1704,1390,11803,Stavanger,58.969976,5.733107,12.58,6.53,11.67,13.75,1007,93,9.3,150,75
30-05-2020,14 - 15,2734,3363,2310,1710,1357,11474,Stavanger,58.969976,5.733107,12.17,4.25,11.11,13,1006,93,11.8,150,75
30-05-2020,15 - 16,2702,3336,2473,1702,1317,11530,Stavanger,58.969976,5.733107,11.46,6.22,10.56,12.25,1006,93,7.7,170,75
30-05-2020,16 - 17,2696,3332,2463,1658,1306,11455,Stavanger,58.969976,5.733107,11.3,5.66,10,12,1007,93,8.2,170,75
30-05-2020,17 - 18,2702,3353,2469,1706,1308,11538,Stavanger,58.969976,5.733107,11.63,5.24,10,13,1007,82,8.7,180,20
30-05-2020,18 - 19,2696,3332,2490,1698,1302,11517,Stavanger,58.969976,5.733107,11.47,6.52,10,13,1007,76,6.2,160,40
30-05-2020,19 - 20,2676,3314,2433,1686,1302,11410,Stavanger,58.969976,5.733107,10.98,4.87,10,12,1007,76,7.7,170,75
30-05-2020,20 - 21,2610,3276,2421,1714,1284,11306,Stavanger,58.969976,5.733107,10.43,4.41,9.77,11,1007,81,7.7,170,26
30-05-2020,21 - 22,2551,3224,2321,1687,1284,11068,Stavanger,58.969976,5.733107,10.23,3.47,9.61,11,1007,81,8.7,170,52
30-05-2020,22 - 23,2523,3237,2301,1609,1300,10969,Stavanger,58.969976,5.733107,10.52,4.87,9.68,11,1007,81,7.2,170,75
30-05-2020,23 - 00,2482,3292,2286,1596,1277,10933,Stavanger,58.969976,5.733107,10.56,5.27,9.94,11,1006,81,6.7,180,40
31-05-2020,00 - 01,2388,3198,2332,1609,1264,10791,Stavanger,58.969976,5.733107,10.39,3.66,9.67,11,1006,81,8.7,180,53
31-05-2020,01 - 02,2247,3133,2362,1587,1229,10558,Stavanger,58.969976,5.733107,10.36,4.68,9.34,11,1006,81,7.2,170,40
31-05-2020,02 - 03,2151,3075,2292,1562,1211,10291,Stavanger,58.969976,5.733107,10.19,4.47,9.02,11,1006,81,7.2,170,40
31-05-2020,03 - 04,2121,3045,2230,1558,1223,10177,Stavanger,58.969976,5.733107,9.65,2.34,9.25,10.12,1006,81,9.3,180,9
31-05-2020,04 - 05,2045,2979,2259,1525,1185,9992,Stavanger,58.969976,5.733107,9.88,5.03,9.44,10.23,1006,87,6.2,180,20
31-05-2020,05 - 06,2044,2927,2205,1508,1161,9844,Stavanger,58.969976,5.733107,10.16,5.38,9.44,11,1006,87,6.2,180,20
31-05-2020,06 - 07,2052,2943,2143,1518,1179,9835,Stavanger,58.969976,5.733107,10.76,4.25,9.44,12,1007,76,8.2,180,40
31-05-2020,07 - 08,2132,3005,2130,1570,1183,10020,Stavanger,58.969976,5.733107,11.05,4.96,10,12,1007,76,7.7,190,40
31-05-2020,08 - 09,2255,3104,2230,1602,1277,10467,Stavanger,58.969976,5.733107,11.15,4.73,10,12,1007,76,8.2,180,40
31-05-2020,09 - 10,2413,3148,2310,1575,1271,10717,Stavanger,58.969976,5.733107,11,3.43,10,12,1007,76,9.8,190,75
31-05-2020,10 - 11,2529,3199,2314,1554,1258,10853,Stavanger,58.969976,5.733107,11.78,4.92,10,13,1007,71,8.7,190,40
31-05-2020,11 - 12,2598,3269,2358,1506,1243,10974,Stavanger,58.969976,5.733107,11.33,3.96,10,12.22,1007,71,9.3,190,40
31-05-2020,12 - 13,2586,3287,2287,1558,1285,11003,Stavanger,58.969976,5.733107,11.57,3.67,10,13,1006,66,9.8,190,75
31-05-2020,13 - 14,2504,3227,2309,1598,1240,10877,Stavanger,58.969976,5.733107,11.54,3.51,10,13,1006,71,10.3,190,75
31-05-2020,14 - 15,2473,3171,2296,1622,1224,10786,Stavanger,58.969976,5.733107,10.63,2.63,9.44,12,1006,76,10.3,180,75
31-05-2020,15 - 16,2476,3160,2280,1589,1260,10765,Stavanger,58.969976,5.733107,9.63,3.32,8.89,10,1005,87,8.2,180,75
31-05-2020,16 - 17,2458,3157,2296,1548,1269,10728,Stavanger,58.969976,5.733107,8.7,1.64,8.02,9.12,1005,93,9.3,160,75
31-05-2020,17 - 18,2491,3187,2338,1574,1306,10896,Stavanger,58.969976,5.733107,8.65,2,7.83,9,1004,93,8.7,170,75
31-05-2020,18 - 19,2571,3241,2325,1550,1352,11040,Stavanger,58.969976,5.733107,8.72,2.43,8.28,9.16,1004,93,8.2,170,75
31-05-2020,19 - 20,2585,3238,2397,1657,1341,11218,Stavanger,58.969976,5.733107,8.89,2.29,8.33,9.48,1004,93,8.7,180,75
31-05-2020,20 - 21,2571,3241,2362,1615,1310,11099,Stavanger,58.969976,5.733107,8.81,2.89,8.33,9.42,1004,93,7.7,180,90
31-05-2020,21 - 22,2555,3247,2353,1577,1293,11024,Stavanger,58.969976,5.733107,8.76,4.14,8.33,9.35,1004,100,6.2,200,90
31-05-2020,22 - 23,2550,3219,2360,1451,1309,10888,Stavanger,58.969976,5.733107,8.97,4.14,8.33,10,1005,93,6.2,210,90
31-05-2020,23 - 00,2523,3186,2366,1460,1299,10834,Stavanger,58.969976,5.733107,8.78,4.17,8.33,9.51,1005,100,6.2,200,90
1/6/20,00 - 01,2376,3144,2276,1565,1275,10635,Stavanger,58.969976,5.733107,8.85,4.34,8.33,9.41,1005,93,5.7,200,75
1/6/20,01 - 02,2230,3069,2233,1528,1232,10292,Stavanger,58.969976,5.733107,8.53,3.95,7.78,9.12,1005,93,5.7,190,90
1/6/20,02 - 03,2165,3013,2212,1491,1215,10095,Stavanger,58.969976,5.733107,8.65,3.4,7.78,9.01,1004,93,6.7,200,90
1/6/20,03 - 04,2109,2976,2187,1478,1214,9964,Stavanger,58.969976,5.733107,8.42,2.06,7.22,9.06,1004,93,8.2,210,90
1/6/20,04 - 05,2049,2983,2187,1477,1218,9914,Stavanger,58.969976,5.733107,8.69,2.4,7.78,9.21,1004,93,8.2,210,75
1/6/20,05 - 06,2060,3016,2161,1498,1204,9938,Stavanger,58.969976,5.733107,8.8,2.53,8.33,9.14,1004,93,8.2,220,90
1/6/20,06 - 07,2128,3037,2239,1550,1207,10161,Stavanger,58.969976,5.733107,8.8,2.53,8.33,9.13,1004,93,8.2,220,75
1/6/20,07 - 08,2226,3084,2274,1502,1254,10340,Stavanger,58.969976,5.733107,8.82,1.44,8.33,9.13,1005,93,9.8,230,75
1/6/20,08 - 09,2349,3188,2344,1486,1284,10652,Stavanger,58.969976,5.733107,8.82,1.44,8.33,9.13,1005,93,9.8,230,75
1/6/20,09 - 10,2549,3282,2388,1591,1330,11141,Stavanger,58.969976,5.733107,8.82,1.09,8.33,9.22,1005,93,10.3,240,75
1/6/20,10 - 11,2666,3364,2411,1607,1372,11419,Stavanger,58.969976,5.733107,8.82,1.09,8.33,9.22,1005,93,10.3,240,75
1/6/20,11 - 12,2726,3400,2432,1572,1361,11489,Stavanger,58.969976,5.733107,8.86,1.83,8.33,9.35,1006,93,9.3,250,90
1/6/20,12 - 13,2732,3350,2413,1563,1352,11410,Stavanger,58.969976,5.733107,8.86,1.83,8.33,9.35,1006,93,9.3,250,90
1/6/20,13 - 14,2692,3291,2399,1571,1389,11343,Stavanger,58.969976,5.733107,8.83,2.22,8.33,9.26,1008,93,8.7,270,90
1/6/20,14 - 15,2696,3265,2431,1552,1387,11331,Stavanger,58.969976,5.733107,9.02,2.23,8.26,10,1010,87,8.7,270,90
1/6/20,15 - 16,2689,3286,2414,1542,1354,11284,Stavanger,58.969976,5.733107,9.17,1.99,8.3,10,1011,87,9.3,270,75
1/6/20,16 - 17,2790,3253,2436,1545,1317,11342,Stavanger,58.969976,5.733107,9.61,3.41,8.32,11,1013,81,7.7,280,75
1/6/20,17 - 18,2736,3302,2457,1443,1342,11280,Stavanger,58.969976,5.733107,9.78,3.86,8.51,11,1014,87,7.7,280,75
1/6/20,18 - 19,2750,3312,2468,1594,1337,11460,Stavanger,58.969976,5.733107,9.24,3.54,8.33,10,1016,87,7.2,290,75
1/6/20,19 - 20,2751,3328,2420,1613,1325,11437,Stavanger,58.969976,5.733107,9.26,3.45,8.33,10,1017,93,7.7,300,75
1/6/20,20 - 21,2786,3316,2441,1542,1330,11416,Stavanger,58.969976,5.733107,9.07,2.64,8.33,10,1018,87,8.2,300,75
1/6/20,21 - 22,2798,3324,2410,1484,1377,11392,Stavanger,58.969976,5.733107,9.13,1.94,7.78,10,1019,87,9.3,300,75
1/6/20,22 - 23,2744,3314,2384,1538,1370,11349,Stavanger,58.969976,5.733107,9.24,2.84,8.33,10,1020,87,8.2,310,75
1/6/20,23 - 00,2635,3236,2355,1543,1310,11079,Stavanger,58.969976,5.733107,9.23,2.83,8.33,10,1021,87,8.2,310,90
2/6/20,00 - 01,2413,3125,2280,1518,1275,10610,Stavanger,58.969976,5.733107,8.88,3.45,7.78,10,1022,87,6.7,310,90
2/6/20,01 - 02,2233,3039,2168,1489,1232,10161,Stavanger,58.969976,5.733107,8.82,2.91,8.33,9.1,1023,93,7.7,310,90
2/6/20,02 - 03,2162,2965,2148,1459,1210,9944,Stavanger,58.969976,5.733107,8.6,2.28,7.78,9,1024,93,8.2,320,75
2/6/20,03 - 04,2111,2973,2136,1431,1204,9854,Stavanger,58.969976,5.733107,8.46,3.16,7.78,9,1025,93,6.7,330,75
2/6/20,04 - 05,2046,2988,2145,1413,1223,9814,Stavanger,58.969976,5.733107,8.42,3.11,7.58,9,1026,93,6.7,320,75
2/6/20,05 - 06,2128,3009,2175,1508,1246,10066,Stavanger,58.969976,5.733107,8.26,3.62,7.22,9,1027,93,5.7,330,75
2/6/20,06 - 07,2428,3201,2352,1579,1304,10864,Stavanger,58.969976,5.733107,8.28,2.37,7.22,9,1027,87,7.2,320,75
2/6/20,07 - 08,2872,3573,2548,1680,1429,12102,Stavanger,58.969976,5.733107,8.56,4.18,7.78,9.03,1028,87,5.1,330,40
2/6/20,08 - 09,3077,3632,2707,1907,1484,12808,Stavanger,58.969976,5.733107,8.89,4.59,8.33,9.29,1028,87,5.1,320,75
2/6/20,09 - 10,3128,3797,2700,1758,1516,12898,Stavanger,58.969976,5.733107,9.44,4.06,8.89,10,1029,76,6.2,320,75
2/6/20,10 - 11,3155,3742,2706,1797,1498,12897,Stavanger,58.969976,5.733107,9.68,4.55,9.4,10.12,1030,81,6.2,320,75
2/6/20,11 - 12,3132,3699,2653,1761,1489,12733,Stavanger,58.969976,5.733107,10.39,6.33,9.44,11.2,1030,76,4.6,310,75
2/6/20,12 - 13,3169,3635,2641,1792,1415,12652,Stavanger,58.969976,5.733107,11.28,6.42,9.44,12.36,1030,71,5.7,290,75
2/6/20,13 - 14,3132,3610,2654,1782,1474,12651,Stavanger,58.969976,5.733107,11.84,6.75,10.56,12.78,1030,71,6.2,300,20
2/6/20,14 - 15,3121,3600,2717,1764,1474,12676,Stavanger,58.969976,5.733107,12.04,7.99,10,13.78,1030,76,5.1,310,20
2/6/20,15 - 16,3106,3568,2664,1776,1469,12582,Stavanger,58.969976,5.733107,12.16,7.37,10.56,14.89,1031,76,6.2,290,20
2/6/20,16 - 17,3124,3565,2651,1764,1466,12571,Stavanger,58.969976,5.733107,12.24,7.58,10,14.85,1031,71,5.7,300,20
2/6/20,17 - 18,3063,3490,2636,1740,1463,12392,Stavanger,58.969976,5.733107,12.09,7.28,10.56,14.44,1031,76,6.2,290,20
2/6/20,18 - 19,3012,3447,2589,1712,1413,12174,Stavanger,58.969976,5.733107,11.42,6.46,10.56,13.44,1031,76,6.2,290,20
2/6/20,19 - 20,3009,3495,2585,1713,1438,12239,Stavanger,58.969976,5.733107,11.14,7.24,10.37,12.56,1031,76,4.6,290,20
2/6/20,20 - 21,3006,3513,2573,1722,1457,12271,Stavanger,58.969976,5.733107,9.94,7.38,9.44,11.44,1031,81,2.6,290,0
2/6/20,21 - 22,2935,3577,2534,1712,1437,12195,Stavanger,58.969976,5.733107,9.92,8.48,9.44,10.61,1031,81,1,0,0
2/6/20,22 - 23,2869,3427,2505,1673,1400,11874,Stavanger,58.969976,5.733107,9.08,7.69,8.78,9.44,1031,87,1,240,0
2/6/20,23 - 00,2703,3313,2501,1633,1369,11520,Stavanger,58.969976,5.733107,8.52,6.66,7.22,9.44,1032,87,1.5,180,0
3/6/20,00 - 01,2458,3209,2434,1604,1315,11020,Stavanger,58.969976,5.733107,8.12,5.96,7.22,9,1032,93,2.1,160,0
3/6/20,01 - 02,2295,3145,2373,1612,1303,10727,Stavanger,58.969976,5.733107,8,5.47,6.91,8.89,1032,93,2.6,140,0
3/6/20,02 - 03,2211,3123,2298,1563,1285,10480,Stavanger,58.969976,5.733107,8.04,5.3,6.91,9.44,1032,87,2.6,140,0
3/6/20,03 - 04,2191,3060,2227,1560,1287,10325,Stavanger,58.969976,5.733107,8.26,5.57,6.35,9.44,1032,87,2.6,120,0
3/6/20,04 - 05,2146,3010,2163,1531,1284,10134,Stavanger,58.969976,5.733107,8.25,5.21,6.04,9.44,1032,87,3.1,120,0
3/6/20,05 - 06,2224,3087,2157,1559,1283,10310,Stavanger,58.969976,5.733107,8.23,5.75,6.75,9.44,1032,93,2.6,130,0
3/6/20,06 - 07,2557,3364,2412,1649,1381,11363,Stavanger,58.969976,5.733107,8.63,6.79,7.27,10,1032,87,1.5,160,0
3/6/20,07 - 08,3015,3686,2619,1735,1471,12526,Stavanger,58.969976,5.733107,9.82,6.19,9.01,10,1032,81,4.1,130,0
3/6/20,08 - 09,3204,3802,2719,1778,1527,13031,Stavanger,58.969976,5.733107,11.19,7.65,9.91,12,1031,76,4.1,140,0
3/6/20,09 - 10,3270,3719,2751,1796,1537,13072,Stavanger,58.969976,5.733107,12.19,7.17,10,14,1031,71,6.2,150,0
3/6/20,10 - 11,3205,3716,2785,1768,1491,12966,Stavanger,58.969976,5.733107,12.85,8.33,10,14.44,1032,71,5.7,190,75
3/6/20,11 - 12,3202,3713,2813,1785,1516,13028,Stavanger,58.969976,5.733107,12.68,7.66,10,14.44,1032,76,6.7,190,75
3/6/20,12 - 13,3201,3629,2694,1759,1514,12798,Stavanger,58.969976,5.733107,13.29,8.42,11,14.44,1032,76,6.7,170,75
