,Hours,NO1,NO2,NO3,NO4,NO5,NO,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all
2/2/20,05 - 06,4148,4329,3231,2373,1896,15977,Stavanger,58.969976,5.733107,4.4,-0.08,3.33,5,982,74,3.6,340,75
2/2/20,06 - 07,4238,4297,3186,2392,1988,16101,Stavanger,58.969976,5.733107,4.28,-0.16,3.33,5,982,76,3.6,20,75
2/2/20,07 - 08,4364,4449,3238,2459,2031,16541,Stavanger,58.969976,5.733107,4.28,-0.16,3.33,5,982,76,3.6,20,75
2/2/20,08 - 09,4505,4612,3489,2526,2104,17236,Stavanger,58.969976,5.733107,3.82,-0.58,2.78,4.44,982,80,3.6,360,75
2/2/20,09 - 10,4538,4632,3402,2527,2279,17378,Stavanger,58.969976,5.733107,3.45,-1.2,2.22,4.44,983,86,4.1,360,75
2/2/20,10 - 11,4516,4648,3595,2549,2405,17714,Stavanger,58.969976,5.733107,3.04,-0.28,1.67,4,982,86,2.1,350,75
2/2/20,11 - 12,4574,4635,3635,2573,2439,17855,Stavanger,58.969976,5.733107,2.93,-0.75,1.67,4,982,86,2.6,10,75
2/2/20,12 - 13,4510,4599,3487,2610,2413,17619,Stavanger,58.969976,5.733107,2.8,-1.75,1.67,4,983,80,3.6,10,90
2/2/20,13 - 14,4395,4563,3536,2671,2414,17579,Stavanger,58.969976,5.733107,2.38,-1.03,1.11,3,983,86,2.1,10,90
2/2/20,14 - 15,4353,4603,3500,2628,2485,17568,Stavanger,58.969976,5.733107,2.01,-1.29,0.56,3,983,93,2.1,20,90
2/2/20,15 - 16,4367,4723,3539,2682,2578,17889,Stavanger,58.969976,5.733107,2,-2.01,0.56,3,983,93,3.1,80,90
2/2/20,16 - 17,4567,4902,3549,2696,2652,18366,Stavanger,58.969976,5.733107,2,-2.01,0.56,3,983,93,3.1,80,90
2/2/20,17 - 18,4854,4974,3583,2724,2694,18829,Stavanger,58.969976,5.733107,1.87,-0.87,0.56,3.03,984,100,1.5,140,90
2/2/20,18 - 19,4852,4955,3564,2655,2718,18743,Stavanger,58.969976,5.733107,1.8,-2.24,0.56,3.22,984,93,3.1,130,90
2/2/20,19 - 20,4856,4943,3546,2665,2704,18715,Stavanger,58.969976,5.733107,1.86,-1.47,0.56,3.29,985,93,2.1,150,90
2/2/20,20 - 21,4879,4906,3601,2650,2650,18686,Stavanger,58.969976,5.733107,2.05,-1.08,0.56,3.89,985,100,2.1,140,90
2/2/20,21 - 22,4845,4869,3579,2659,2596,18548,Stavanger,58.969976,5.733107,2.42,-0.82,1.11,3.89,986,93,2.1,160,75
2/2/20,22 - 23,4673,4731,3493,2596,2525,18017,Stavanger,58.969976,5.733107,2.66,-0.54,1.11,4,986,93,2.1,270,75
2/2/20,23 - 00,4502,4639,3407,2537,2452,17537,Stavanger,58.969976,5.733107,2.79,0.38,1.11,4,987,93,1,0,75
3/2/20,00 - 01,4457,4550,3281,2487,2243,17017,Stavanger,58.969976,5.733107,3.07,-1.11,1.67,4.44,987,93,3.6,260,75
3/2/20,01 - 02,4448,4506,3321,2441,2075,16791,Stavanger,58.969976,5.733107,3.85,1.27,2.22,5,988,93,1.5,210,40
3/2/20,02 - 03,4362,4482,3366,2446,2138,16793,Stavanger,58.969976,5.733107,4.51,1.71,2.78,6,988,81,1.5,170,40
3/2/20,03 - 04,4434,4482,3379,2490,2080,16866,Stavanger,58.969976,5.733107,4.85,1.51,3.33,6,988,87,2.6,150,75
3/2/20,04 - 05,4459,4643,3368,2489,2187,17145,Stavanger,58.969976,5.733107,4.64,1.44,2.78,6,989,81,2.1,70,75
3/2/20,05 - 06,4514,4877,3392,2526,2527,17836,Stavanger,58.969976,5.733107,4.68,2.4,3.33,6,989,86,1,90,75
3/2/20,06 - 07,4977,5225,3621,2587,2869,19278,Stavanger,58.969976,5.733107,4.45,1.28,2.78,6,990,81,2.02,268,40
3/2/20,07 - 08,5647,5538,3858,2701,3057,20800,Stavanger,58.969976,5.733107,3.69,1.08,2.04,5,991,93,1.5,200,75
3/2/20,08 - 09,5824,5686,3958,2744,3126,21338,Stavanger,58.969976,5.733107,3.23,-0.06,1.51,4.23,992,86,2.1,160,40
3/2/20,09 - 10,5749,5812,3947,2770,3196,21474,Stavanger,58.969976,5.733107,3.39,1.08,2,5.56,992,93,1,0,40
3/2/20,10 - 11,5609,5562,3904,2804,3218,21098,Stavanger,58.969976,5.733107,3.28,-0.52,1.67,5.56,992,93,3.1,170,40
3/2/20,11 - 12,5440,5031,3796,2754,3172,20192,Stavanger,58.969976,5.733107,3.02,-0.82,1.67,4.74,992,93,3.1,120,75
3/2/20,12 - 13,5342,5267,3745,2760,3092,20206,Stavanger,58.969976,5.733107,3.52,0.11,1.74,5.56,992,93,2.6,110,75
3/2/20,13 - 14,5295,5310,3730,2783,3069,20187,Stavanger,58.969976,5.733107,3.61,-0.48,1.67,5.56,992,93,3.6,120,75
3/2/20,14 - 15,5296,5430,3732,2794,3030,20281,Stavanger,58.969976,5.733107,2.93,-1.98,1.67,4.44,992,93,4.6,140,75
3/2/20,15 - 16,5749,5619,3760,2798,2682,20607,Stavanger,58.969976,5.733107,2.91,-1.65,1.67,4.44,992,93,4.1,120,75
3/2/20,16 - 17,6109,5842,3775,2808,2508,21042,Stavanger,58.969976,5.733107,2.84,-1.38,1.67,4.12,992,93,3.6,110,75
3/2/20,17 - 18,6235,5861,3798,2768,2543,21204,Stavanger,58.969976,5.733107,2.77,-1.46,1.11,4.09,992,93,3.6,120,75
3/2/20,18 - 19,6140,5808,3646,2782,2507,20883,Stavanger,58.969976,5.733107,2.82,-1.41,1.67,4.04,992,93,3.6,130,75
3/2/20,19 - 20,6008,5795,3671,2711,2488,20672,Stavanger,58.969976,5.733107,2.89,-1.32,1.67,4.08,992,93,3.6,120,75
3/2/20,20 - 21,5902,5673,3746,2680,2438,20439,Stavanger,58.969976,5.733107,3,-0.85,1.67,4.44,993,93,3.1,150,75
3/2/20,21 - 22,5820,5421,3700,2667,2427,20035,Stavanger,58.969976,5.733107,2.74,-0.45,1.67,3.89,993,93,2.1,120,75
3/2/20,22 - 23,5563,5250,3538,2652,2366,19367,Stavanger,58.969976,5.733107,2.71,-0.83,1.11,4.44,993,93,2.6,120,75
3/2/20,23 - 00,5244,5017,3559,2601,2271,18692,Stavanger,58.969976,5.733107,2.31,-2,1.11,4.02,994,93,3.6,130,40
4/2/20,00 - 01,4939,4759,3472,2570,2196,17935,Stavanger,58.969976,5.733107,2.6,-1.66,1.11,5,993,93,3.6,140,75
4/2/20,01 - 02,4772,4646,3367,2455,2146,17387,Stavanger,58.969976,5.733107,2.67,-2.28,1.67,4.41,994,93,4.6,130,75
4/2/20,02 - 03,4681,4670,3453,2519,2096,17419,Stavanger,58.969976,5.733107,3.48,-1.87,2.22,5,993,86,5.1,140,75
4/2/20,03 - 04,4670,4740,3468,2450,2179,17507,Stavanger,58.969976,5.733107,3.72,-2.01,2.78,5,992,86,5.7,150,75
4/2/20,04 - 05,4753,4744,3500,2470,2127,17594,Stavanger,58.969976,5.733107,3.68,-2.41,2.22,5,991,86,6.2,140,75
4/2/20,05 - 06,5016,4840,3588,2575,2157,18175,Stavanger,58.969976,5.733107,3.78,-2.64,2.78,5,989,86,6.7,130,75
4/2/20,06 - 07,5635,5198,3863,2748,2356,19800,Stavanger,58.969976,5.733107,4.24,-3.67,2.78,5,988,80,8.7,140,75
4/2/20,07 - 08,6277,5541,4138,2980,2471,21406,Stavanger,58.969976,5.733107,4.4,-3.74,3.33,5.56,986,86,9.3,130,75
4/2/20,08 - 09,6341,5566,4062,2984,2531,21484,Stavanger,58.969976,5.733107,4.22,-4.3,2.78,5.56,984,86,9.8,140,75
4/2/20,09 - 10,6316,5477,3987,2900,2536,21216,Stavanger,58.969976,5.733107,3.87,-3.24,2.22,5.56,983,86,7.7,140,75
4/2/20,10 - 11,6278,5400,4037,2867,2516,21097,Stavanger,58.969976,5.733107,3.18,-4.21,1.67,5,981,93,8.2,140,75
4/2/20,11 - 12,6221,5340,3933,2781,2469,20744,Stavanger,58.969976,5.733107,3.16,-4.23,1.67,4.44,980,93,8.2,130,75
4/2/20,12 - 13,6094,5242,3941,2741,2444,20462,Stavanger,58.969976,5.733107,3.69,-4.91,2.78,5,979,86,9.8,130,75
4/2/20,13 - 14,5910,5263,3938,2790,2370,20271,Stavanger,58.969976,5.733107,3.77,-1.69,2.78,5,980,80,5.1,130,75
4/2/20,14 - 15,5822,5214,3849,2797,2399,20080,Stavanger,58.969976,5.733107,3.94,0.42,2.78,5,981,86,2.6,140,90
4/2/20,15 - 16,5873,5242,3876,2921,2356,20268,Stavanger,58.969976,5.733107,3.94,0.42,2.78,5,981,86,2.6,140,90
4/2/20,16 - 17,6080,5347,3895,2890,2379,20592,Stavanger,58.969976,5.733107,4.25,-1.39,3.1,5.03,981,86,5.7,130,75
4/2/20,17 - 18,6353,5444,3843,2774,2449,20863,Stavanger,58.969976,5.733107,4.28,-0.4,2.78,5.2,983,93,4.6,140,90
4/2/20,18 - 19,6338,5467,3739,2705,2482,20731,Stavanger,58.969976,5.733107,4.32,-1.12,2.78,5.56,984,93,5.7,140,90
4/2/20,19 - 20,6298,5451,3842,2721,2463,20775,Stavanger,58.969976,5.733107,4.34,-1.25,2.78,5.59,985,100,6.2,170,90
4/2/20,20 - 21,6260,5410,3676,2742,2441,20528,Stavanger,58.969976,5.733107,4.34,-1.25,2.78,5.59,985,100,6.2,170,90
4/2/20,21 - 22,6101,5291,3590,2749,2375,20106,Stavanger,58.969976,5.733107,5.94,-0.03,3.22,7,986,100,7.2,260,90
4/2/20,22 - 23,5826,5185,3474,2678,2325,19488,Stavanger,58.969976,5.733107,5.94,-0.03,3.22,7,986,100,7.2,260,90
4/2/20,23 - 00,5519,4986,3400,2591,2176,18671,Stavanger,58.969976,5.733107,6.49,0.76,4.32,8,987,93,6.7,250,75
5/2/20,00 - 01,5282,4885,3324,2594,2199,18284,Stavanger,58.969976,5.733107,6.43,-0.39,4.89,8,988,81,7.7,250,75
5/2/20,01 - 02,5150,4717,3258,2580,2146,17850,Stavanger,58.969976,5.733107,6.15,0.68,4.35,7.22,989,81,5.7,240,75
5/2/20,02 - 03,5058,4752,3243,2585,2123,17761,Stavanger,58.969976,5.733107,6.1,-0.08,4.01,7.22,990,81,6.7,240,75
5/2/20,03 - 04,5059,4765,3239,2565,2137,17764,Stavanger,58.969976,5.733107,6.11,0.29,4.1,7.22,991,81,6.2,230,75
5/2/20,04 - 05,5089,4835,3322,2614,2139,17999,Stavanger,58.969976,5.733107,6.3,0.86,4.46,7.22,991,81,5.7,220,75
5/2/20,05 - 06,5213,4998,3380,2644,2172,18408,Stavanger,58.969976,5.733107,6.58,0.65,4.54,8,991,75,6.2,220,75
5/2/20,06 - 07,5886,5284,3563,2766,2301,19800,Stavanger,58.969976,5.733107,6.76,1.21,4.99,8,992,75,5.7,220,75
5/2/20,07 - 08,6497,5525,3767,2929,2475,21193,Stavanger,58.969976,5.733107,6.66,1.9,5.27,7.22,991,87,5.1,220,75
5/2/20,08 - 09,6573,5581,3833,2853,2491,21331,Stavanger,58.969976,5.733107,6.64,2.57,5,7.22,991,87,4.1,200,75
5/2/20,09 - 10,6440,5611,3683,2900,2453,21087,Stavanger,58.969976,5.733107,6.51,2.07,5.25,7.22,991,87,4.6,180,75
5/2/20,10 - 11,6328,5502,3746,2839,2400,20815,Stavanger,58.969976,5.733107,6.44,2.52,5.12,7.22,990,93,4.1,170,90
5/2/20,11 - 12,6147,5481,3740,2888,2399,20655,Stavanger,58.969976,5.733107,6.19,1.1,5.03,7,989,93,5.7,160,75
5/2/20,12 - 13,5961,5363,3738,2801,2398,20260,Stavanger,58.969976,5.733107,6.08,0.27,5.28,7,988,93,6.7,150,90
5/2/20,13 - 14,5883,5349,3716,2779,2268,19994,Stavanger,58.969976,5.733107,6.33,0.22,5.56,7,987,93,7.2,150,90
5/2/20,14 - 15,5888,5294,3754,2890,2357,20183,Stavanger,58.969976,5.733107,6.62,0.92,5.68,7.22,986,93,6.7,150,90
5/2/20,15 - 16,5930,5256,3631,2911,2341,20068,Stavanger,58.969976,5.733107,6.62,0.92,5.68,7.22,986,93,6.7,150,90
5/2/20,16 - 17,6003,5341,3728,2947,2367,20386,Stavanger,58.969976,5.733107,7.2,0.92,6.11,8,985,93,7.7,150,90
5/2/20,17 - 18,6110,5376,3859,2914,2362,20620,Stavanger,58.969976,5.733107,7.71,1.79,6.31,8,985,100,7.7,190,75
5/2/20,18 - 19,6006,5217,3795,2831,2333,20181,Stavanger,58.969976,5.733107,7.78,1.98,6.83,8.33,985,93,7.2,190,75
5/2/20,19 - 20,5873,5112,3761,2850,2287,19883,Stavanger,58.969976,5.733107,7.81,2.02,7.24,8,984,93,7.2,180,75
5/2/20,20 - 21,5741,5075,3764,2820,2180,19579,Stavanger,58.969976,5.733107,7.91,2.14,7.13,8.33,983,93,7.2,190,100
5/2/20,21 - 22,5533,5010,3683,2808,2211,19244,Stavanger,58.969976,5.733107,7.93,2.16,7.22,8.33,983,93,7.2,180,75
5/2/20,22 - 23,5234,4841,3587,2746,2108,18516,Stavanger,58.969976,5.733107,7.87,2.79,7.22,8.36,982,93,6.2,190,75
5/2/20,23 - 00,4986,4601,3519,2716,2024,17846,Stavanger,58.969976,5.733107,7.75,2.64,7.22,8.38,982,93,6.2,190,75
6/2/20,00 - 01,4790,4479,3396,2653,1942,17261,Stavanger,58.969976,5.733107,7.86,2.78,7.22,8.33,981,93,6.2,190,75
6/2/20,01 - 02,4651,4380,3335,2551,1914,16831,Stavanger,58.969976,5.733107,7.85,2.06,7.22,8.33,980,93,7.2,200,75
6/2/20,02 - 03,4557,4325,3373,2528,1885,16666,Stavanger,58.969976,5.733107,7.55,1.35,6.67,8,981,93,7.7,200,75
6/2/20,03 - 04,4536,4354,3298,2576,1887,16651,Stavanger,58.969976,5.733107,7.53,2.17,6.67,8,980,87,6.2,190,75
6/2/20,04 - 05,4578,4416,3293,2580,1916,16784,Stavanger,58.969976,5.733107,7.52,1.46,6.67,8,980,87,7.2,210,75
6/2/20,05 - 06,4734,4545,3235,2623,1988,17125,Stavanger,58.969976,5.733107,7.36,1.61,6.11,8,980,87,6.7,200,75
6/2/20,06 - 07,5381,4915,3425,2710,2049,18480,Stavanger,58.969976,5.733107,7.29,0.83,6.61,8,980,87,7.7,210,75
6/2/20,07 - 08,6051,5292,3667,2888,2239,20138,Stavanger,58.969976,5.733107,7.13,0.99,6.11,8,980,87,7.2,200,90
6/2/20,08 - 09,6191,5374,3733,2860,2285,20442,Stavanger,58.969976,5.733107,7.13,0.99,6.11,8,980,87,7.2,200,90
6/2/20,09 - 10,6054,5261,3765,2777,2276,20133,Stavanger,58.969976,5.733107,7.13,0.99,6.11,8,980,87,7.2,200,90
6/2/20,10 - 11,5850,5206,3754,2783,2263,19856,Stavanger,58.969976,5.733107,7.04,1.78,6.11,8,980,93,6.2,210,90
6/2/20,11 - 12,5659,5217,3785,2840,2235,19735,Stavanger,58.969976,5.733107,7.04,1.78,6.11,8,980,93,6.2,210,90
6/2/20,12 - 13,5553,5134,3695,2852,2222,19455,Stavanger,58.969976,5.733107,7.04,1.78,6.11,8,980,93,6.2,210,90
6/2/20,13 - 14,5449,5050,3623,2774,2206,19102,Stavanger,58.969976,5.733107,6.78,0.99,6.11,7.22,979,100,7.2,220,90
6/2/20,14 - 15,5444,5027,3644,2731,2211,19057,Stavanger,58.969976,5.733107,6.74,1.99,6.11,7.22,979,100,5.7,210,75
6/2/20,15 - 16,5491,4981,3641,2821,2211,19145,Stavanger,58.969976,5.733107,6.74,1.99,6.11,7.22,979,100,5.7,210,75
6/2/20,16 - 17,5682,4941,3718,2808,2241,19389,Stavanger,58.969976,5.733107,6.37,2.31,4,7.22,979,100,4.6,220,90
6/2/20,17 - 18,5841,4986,3848,2803,2400,19879,Stavanger,58.969976,5.733107,6.37,2.31,4,7.22,979,100,4.6,220,90
6/2/20,18 - 19,5824,5013,3753,2742,2408,19741,Stavanger,58.969976,5.733107,4.94,-3.96,3.33,6.28,980,93,10.8,320,90
6/2/20,19 - 20,5778,4971,3614,2727,2399,19488,Stavanger,58.969976,5.733107,3.73,-4.68,1.67,5.22,983,80,9.3,340,90
6/2/20,20 - 21,5705,4944,3591,2735,2238,19213,Stavanger,58.969976,5.733107,3.69,-2.9,1.67,5,984,80,6.7,350,75
6/2/20,21 - 22,5529,4921,3483,2666,2201,18800,Stavanger,58.969976,5.733107,3.69,-2.2,2.22,5,986,80,5.7,340,75
6/2/20,22 - 23,5265,4719,3410,2611,2142,18147,Stavanger,58.969976,5.733107,3.75,-0.85,2.22,5,987,86,4.1,330,40
6/2/20,23 - 00,4967,4568,3271,2557,2074,17438,Stavanger,58.969976,5.733107,4.03,-3.91,2.78,5,989,80,8.7,320,40
7/2/20,00 - 01,4756,4460,3193,2578,1945,16931,Stavanger,58.969976,5.733107,4.12,-3.11,2.78,5.1,990,80,7.7,320,20
7/2/20,01 - 02,4585,4368,3173,2512,1892,16530,Stavanger,58.969976,5.733107,4.03,-1.81,2.78,5.18,992,80,5.7,320,75
7/2/20,02 - 03,4555,4353,3104,2459,1905,16376,Stavanger,58.969976,5.733107,3.75,-1.2,2.22,5,993,86,4.6,350,75
7/2/20,03 - 04,4574,4350,3038,2441,1958,16361,Stavanger,58.969976,5.733107,3.73,-0.18,2.22,5.56,994,86,3.1,330,75
7/2/20,04 - 05,4661,4377,2912,2455,1934,16338,Stavanger,58.969976,5.733107,3.93,-2.47,2.78,5,995,86,6.7,330,75
7/2/20,05 - 06,4916,4548,3101,2535,1978,17077,Stavanger,58.969976,5.733107,4.1,-2.91,2.78,5,995,75,7.2,320,75
7/2/20,06 - 07,5566,4938,3280,2646,2158,18588,Stavanger,58.969976,5.733107,4.19,-5.95,2.78,5,996,65,11.3,310,90
7/2/20,07 - 08,6240,5345,3516,2798,2335,20233,Stavanger,58.969976,5.733107,4.14,-4.19,2.78,5,997,65,8.7,310,75
7/2/20,08 - 09,6328,5471,3701,2838,2343,20680,Stavanger,58.969976,5.733107,4.01,-4.47,2.19,5,997,60,8.7,310,75
7/2/20,09 - 10,6255,5393,3661,2847,2300,20456,Stavanger,58.969976,5.733107,3.84,-3.37,1.54,5,998,56,6.7,310,75
7/2/20,10 - 11,6217,5343,3538,2801,2314,20213,Stavanger,58.969976,5.733107,3.61,-3.82,2.22,5,998,75,7.7,280,75
7/2/20,11 - 12,6091,5252,3656,2747,2287,20032,Stavanger,58.969976,5.733107,3.91,-2.73,2.78,5,998,77,6.7,300,40
7/2/20,12 - 13,6001,5202,3539,2697,2263,19703,Stavanger,58.969976,5.733107,4.12,-0.72,3.33,5,999,75,4.1,290,40
7/2/20,13 - 14,5897,5130,3567,2673,2223,19490,Stavanger,58.969976,5.733107,4.24,-1.92,3.33,5.56,999,80,6.2,340,40
7/2/20,14 - 15,5900,5074,3517,2681,2227,19399,Stavanger,58.969976,5.733107,4.46,1.63,2.22,5.56,999,80,1.5,0,40
7/2/20,15 - 16,5870,5057,3576,2680,2189,19372,Stavanger,58.969976,5.733107,4.37,0.26,2.22,5.56,1000,75,3.1,320,40
7/2/20,16 - 17,5917,5104,3595,2616,2313,19545,Stavanger,58.969976,5.733107,4.04,-2.58,2.22,5,1000,77,6.7,310,20
7/2/20,17 - 18,6023,5170,3597,2536,2339,19664,Stavanger,58.969976,5.733107,2.85,-1.19,1.38,4,1000,86,3.1,360,20
7/2/20,18 - 19,5926,5224,3594,2526,2331,19602,Stavanger,58.969976,5.733107,2.02,-0.84,0.28,3.48,1000,79,1,0,20
7/2/20,19 - 20,5760,5045,3606,2578,2315,19305,Stavanger,58.969976,5.733107,1.33,-1.88,-0.56,2.91,1000,83,1.5,160,40
7/2/20,20 - 21,5552,4980,3562,2560,2242,18896,Stavanger,58.969976,5.733107,0.94,-2.74,-1.2,2.78,1000,83,2.1,130,20
7/2/20,21 - 22,5279,4857,3487,2457,2192,18273,Stavanger,58.969976,5.733107,0.7,-3.69,-1.62,2.22,1000,84,3.1,120,20
7/2/20,22 - 23,5057,4705,3368,2416,2152,17697,Stavanger,58.969976,5.733107,0,-4.13,-1.74,2.3,1000,84,2.6,140,0
7/2/20,23 - 00,4815,4494,3144,2355,2088,16896,Stavanger,58.969976,5.733107,0.29,-2.99,-1.71,2.68,1001,86,1.5,110,0
8/2/20,00 - 01,4652,4391,3339,2348,2067,16796,Stavanger,58.969976,5.733107,0.18,-2.83,-1.46,1.67,1000,100,1.5,0,0
8/2/20,01 - 02,4488,4326,3365,2306,2037,16522,Stavanger,58.969976,5.733107,0.21,-3.59,-1.86,1.67,1000,90,2.35,121,0
8/2/20,02 - 03,4360,4277,3193,2299,2019,16147,Stavanger,58.969976,5.733107,0.6,-3.98,-1.88,2.22,1000,92,3.6,110,0
8/2/20,03 - 04,4282,4285,3171,2267,2000,16006,Stavanger,58.969976,5.733107,0.44,-4.15,-2.32,2.22,1000,93,3.6,120,0
8/2/20,04 - 05,4288,4312,3165,2276,1994,16035,Stavanger,58.969976,5.733107,0.39,-4.22,-2.73,2.78,999,92,3.6,110,0
8/2/20,05 - 06,4348,4347,3218,2331,1998,16241,Stavanger,58.969976,5.733107,0.38,-4.58,-2.81,2.78,999,92,4.1,110,0
8/2/20,06 - 07,4507,4418,3297,2340,2038,16600,Stavanger,58.969976,5.733107,0.46,-4.21,-2.76,2.22,999,89,3.6,120,0
8/2/20,07 - 08,4672,4511,3270,2399,2079,16931,Stavanger,58.969976,5.733107,0.9,-3.9,-2.87,2.78,999,80,3.6,110,0
8/2/20,08 - 09,4899,4667,3305,2421,2143,17435,Stavanger,58.969976,5.733107,1.25,-3.64,-1.72,2.78,998,74,3.6,110,75
8/2/20,09 - 10,5164,4838,3409,2473,2205,18088,Stavanger,58.969976,5.733107,1.73,-3.1,-0.84,3.33,998,74,3.6,100,75
8/2/20,10 - 11,5305,4945,3469,2491,2240,18450,Stavanger,58.969976,5.733107,2.36,-3.09,0.15,3.89,997,74,4.6,120,75
8/2/20,11 - 12,5362,4968,3470,2496,2244,18540,Stavanger,58.969976,5.733107,3.16,-2.67,1.54,4.44,997,69,5.1,110,75
8/2/20,12 - 13,5376,5047,3386,2467,2288,18563,Stavanger,58.969976,5.733107,3.33,-4.3,2.2,4.44,996,69,7.7,140,75
8/2/20,13 - 14,5330,5015,3302,2393,2274,18313,Stavanger,58.969976,5.733107,2.57,-5.75,1.11,3.86,995,73,8.7,130,75
8/2/20,14 - 15,5305,4837,3262,2384,2236,18023,Stavanger,58.969976,5.733107,2.03,-5.35,0.56,3,994,86,7.7,120,75
8/2/20,15 - 16,5300,4815,3331,2426,2225,18097,Stavanger,58.969976,5.733107,2.11,-5.26,1,3.33,993,86,7.7,150,75
8/2/20,16 - 17,5379,4980,3401,2469,2235,18463,Stavanger,58.969976,5.733107,2.29,-6.53,1,3.89,993,86,9.8,130,75
8/2/20,17 - 18,5493,5109,3453,2503,2292,18850,Stavanger,58.969976,5.733107,2.6,-4.7,1,4.44,993,86,7.7,130,75
8/2/20,18 - 19,5415,5040,3364,2468,2273,18559,Stavanger,58.969976,5.733107,2.64,-3.96,1,4.44,992,86,6.7,130,75
8/2/20,19 - 20,5245,4855,3564,2425,2208,18297,Stavanger,58.969976,5.733107,2.36,-3.41,1.11,3.53,993,93,5.7,130,75
8/2/20,20 - 21,5031,4599,3597,2391,2195,17812,Stavanger,58.969976,5.733107,2.47,-1.46,0,5.56,993,93,3.1,70,75
8/2/20,21 - 22,4825,4591,3548,2393,2140,17496,Stavanger,58.969976,5.733107,1.66,-3.45,0.56,3.57,993,93,4.6,210,75
8/2/20,22 - 23,4632,4531,3377,2344,2116,16999,Stavanger,58.969976,5.733107,3.54,-1.73,0.56,7,992,75,4.6,240,75
8/2/20,23 - 00,4455,4445,3196,2296,2069,16461,Stavanger,58.969976,5.733107,4.57,-2.73,1.57,6.11,992,75,7.7,250,75
9/2/20,00 - 01,4275,4383,3085,2268,2023,16035,Stavanger,58.969976,5.733107,4.53,-0.95,1.47,6.11,992,75,5.1,260,90
9/2/20,01 - 02,4162,4357,3005,2214,1988,15726,Stavanger,58.969976,5.733107,4.02,-1.05,1.43,6,993,80,4.6,290,75
9/2/20,02 - 03,4083,4326,2980,2135,1986,15511,Stavanger,58.969976,5.733107,4.08,-0.42,1.4,6,993,75,3.6,260,90
9/2/20,03 - 04,4071,4269,3078,2146,1963,15527,Stavanger,58.969976,5.733107,3.55,-0.04,1.32,5,993,86,2.6,290,75
9/2/20,04 - 05,4052,4272,3077,2062,1969,15432,Stavanger,58.969976,5.733107,3.32,-0.11,0.94,5,993,80,2.1,250,75
9/2/20,05 - 06,4094,4321,3090,2120,1997,15622,Stavanger,58.969976,5.733107,2.55,-1.02,0.88,3.89,994,93,2.6,110,90
9/2/20,06 - 07,4206,4433,3124,2170,1976,15909,Stavanger,58.969976,5.733107,2.37,-1.23,0.98,3.89,996,93,2.6,170,75
9/2/20,07 - 08,4372,4526,3157,2216,2018,16288,Stavanger,58.969976,5.733107,1.95,-2.58,0.45,3.35,998,86,3.6,100,75
9/2/20,08 - 09,4532,4614,3188,2232,2070,16637,Stavanger,58.969976,5.733107,1.56,-1.39,-0.42,2.76,1000,93,1.5,190,75
9/2/20,09 - 10,4799,4831,3321,2419,2125,17494,Stavanger,58.969976,5.733107,1.09,-1.63,-0.28,2.74,1002,91,1,0,20
9/2/20,10 - 11,5065,4905,3446,2391,2164,17972,Stavanger,58.969976,5.733107,1.42,-1.34,-0.56,3.47,1004,87,1,290,20
9/2/20,11 - 12,5183,4872,3420,2328,2186,17988,Stavanger,58.969976,5.733107,2.95,0.57,1.11,4.33,1006,93,1,350,75
9/2/20,12 - 13,5224,4898,3401,2333,2209,18065,Stavanger,58.969976,5.733107,3.45,-2.32,2.22,4.6,1008,86,5.7,340,75
9/2/20,13 - 14,5230,4951,3387,2335,2186,18089,Stavanger,58.969976,5.733107,3.56,-3.24,2.22,4.48,1010,86,7.2,340,75
9/2/20,14 - 15,5201,4888,3430,2352,2161,18033,Stavanger,58.969976,5.733107,3.98,-3.27,2.78,5,1012,80,7.7,350,40
9/2/20,15 - 16,5250,4832,3448,2355,2222,18107,Stavanger,58.969976,5.733107,3.92,-2.64,2.78,5,1014,80,6.7,340,20
9/2/20,16 - 17,5312,4845,3462,2386,2224,18229,Stavanger,58.969976,5.733107,3.72,-3.02,2.34,4.44,1015,74,6.7,330,20
9/2/20,17 - 18,5361,4861,3495,2379,2212,18307,Stavanger,58.969976,5.733107,3.01,-3.48,0.52,5,1018,74,6.2,330,0
9/2/20,18 - 19,5333,4827,3466,2397,2195,18218,Stavanger,58.969976,5.733107,2.46,-4.45,-0.25,4,1019,74,6.7,330,0
9/2/20,19 - 20,5225,4744,3547,2366,2173,18055,Stavanger,58.969976,5.733107,2.26,-5.14,-0.39,4,1021,69,7.2,330,0
9/2/20,20 - 21,5051,4686,3459,2435,2159,17791,Stavanger,58.969976,5.733107,1.81,-4.18,-0.99,3,1022,69,5.1,350,0
9/2/20,21 - 22,4847,4659,3422,2447,2132,17506,Stavanger,58.969976,5.733107,1.53,-3.79,-1.33,3,1023,69,4.1,340,0
9/2/20,22 - 23,4610,4578,3471,2399,2078,17137,Stavanger,58.969976,5.733107,0.56,-3.71,-1.67,2.5,1024,74,2.6,10,0
9/2/20,23 - 00,4327,4423,3337,2355,2004,16445,Stavanger,58.969976,5.733107,-0.43,-3.43,-2.98,1.88,1025,87,1,200,0
10/2/20,00 - 01,4113,4362,3205,2269,1970,15919,Stavanger,58.969976,5.733107,-1.09,-4.54,-3.14,0.68,1026,86,1.5,190,0
